index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
4932a86fa3e15a8083fa7a393edfb481,2026-03-04T07:57:00Z,Snow&Ice,fagyos,www.portfolio.hu,hu,0.9,"Die Auswirkungen des Krieges in der zweiten Runde: Gefährdete Transaktionen und Kapitalbeschaffung auf dem Immobilienmarkt im asiatisch-pazifischen Raum. Der Konflikt im Nahen Osten sorgte auf der Immobilienkonferenz PERE Asia Summit 2026 in Singapur für frostige Stimmung: Mehrere namhafte Redner sagten ihre Teilnahme ab, und die Anwesenden sprachen offen darüber, dass der Krieg Transaktionen und Kapitalbeschaffung in der…",A háború másodkörös hatásai: veszélyben tranzakciók és a tőkebevonás az ázsiai–csendes-óceáni ingatlanpiacon,"A közel-keleti konfliktus fagyos hangulatot teremtett a szingapúri PERE Asia Summit 2026 ingatlankonferencián: több neves előadó lemondta részvételét, a jelenlévők pedig nyíltan beszéltek arról, hogy a háború veszélyezteti a tranzakciókat és a tőkebevonást az…","The second-round effects of war: transactions at risk and capital raising in the Asia-Pacific real estate market. The conflict in the Middle East created a frosty atmosphere at the PERE Asia Summit 2026 real estate conference in Singapore: several well-known speakers canceled their participation, and those present spoke openly about the fact that the war threatens transactions and raising capital in the…","Secundus effectus belli rotundus: transactiones in periculo et capitis suscitatione in mercatu reali Asiae-Pacific. Conflictus in Medio Oriente creavit atmosphaeram gelidam apud PERE Asia Culmen 2026 colloquium reale praedium in Singapore: plures oratores noti suam participationem irritaverunt, et qui praesentes palam locuti sunt de eo quod bellum gestum imminet et capitale in ...",https://www.portfolio.hu/ingatlan/20260304/a-haboru-masodkoros-hatasai-veszelyben-tranzakciok-es-a-tokebevonas-az-azsiai-csendes-oceani-ingatlanpiacon-822054,https://pcdn.hu/articles/images-xl/g/e/t/gettyimages-2263965302-doha-katar-varoskep-felhokarcolo-epiteszet-kozel-kelet-vilagitas-n-811838.jpg,,A katari Qatar Investment Authority és az abu-dzabi Mubadala Investment Co. szuverén vagyonalapok magas rangú képviseli az Irán elleni amerikai-izraeli csapásokat követ légtérzárlatok miatt maradtak … [+2166 chars],,2026-03-06 15:51:16+00:00,wmo,Austria,WCE,Europe
e66f910be3ec1d934dd22977e9d55fe9,2026-03-04T09:35:40Z,Fog,köd montenegró,www.origo.hu,hu,0.3,"Unzerstörbare Marskreaturen können vom Himmel auf uns herabstürzen. Aktuelle Nachrichten aus Ungarn und der ganzen Welt, Sport, Technologie, Unterhaltung, Wissenschaft, Kultur. ORIGO versorgt seine Leser mit den neuesten nationalen und internationalen Nachrichten.",Elpusztíthatatlan marsi lények potyoghatnak ránk az égből,"Friss hírek Magyarországról és a nagyvilágból, sport, technika, szórakozás, tudomány, kultúra. Az ORIGO a legfrissebb hazai és nemzetközi hírekkel szolgál olvasói számára.","Indestructible Martian creatures can come crashing down on us from the sky. Latest news from Hungary and the wider world, sports, technology, entertainment, science, culture. ORIGO provides its readers with the latest domestic and international news.","Incorruptibiles creaturae Martiae nobis de caelo prorae possunt. Tardus nuntius ex Hungaria et in mundo ampliore, ludi, technologiae, ludi, scientia, cultura. ORIGO lectores suos praebet cum nuntio domestico et internationali novissimo.",https://www.origo.hu/tudomany/2026/03/marsi-szuperbakterium-aszteroida-invazio,https://cdn.origo.hu/2026/03/IxCZYpQfRyEPEeIRtE_UcGE0bsftSRXoFjsD-RH_Ono/fill/1200/675/no/1/aHR0cHM6Ly9jbXNjZG4uYXBwLmNvbnRlbnQucHJpdmF0ZS9jb250ZW50LzAzNDUxMGU1NjE2MTQ1ZmQ4ZGU1MzU5MjljNWE2ZjJk.webp,,"Az éjszakai égboltot fürkészve kevesen gondolnák, hogy az élet apró magvait akár egy egyszer kdarab is hordozhatja a világr fagyos sötétjében. Pedig a Hold és a Mars kráterekkel szabdalt felszíne jól… [+2276 chars]",,2026-03-08 20:39:14+00:00,wmo,Montenegro,MED,Europe
e3f00b97a3992d8ac61388c1fc07554e,2026-03-10T16:33:00Z,Snow&Ice,jég románia,index.hu,hu,0.3,"Ungarn erwärmt sich schneller als der Weltdurchschnitt, Organisationen fordern Maßnahmen. Ungarn erwärmt sich schneller als der Weltdurchschnitt, Organisationen fordern Maßnahmen – Aber keine Panik, das neue Klimagesetz kommt.","Magyarország gyorsabban melegszik a világátlagnál, lépéseket sürgetnek a szervezetek","Magyarország gyorsabban melegszik a világátlagnál, lépéseket sürgetnek a szervezetek - De semmi pánik, jön az új klímatörvény.","Hungary is warming faster than the world average, organizations urge action. Hungary is warming faster than the world average, organizations urge action - But don't panic, the new climate law is coming.","Hungaria in mundo mediocris citius calefacit, institutiones actionis urgent. Hungaria quam mediocris orbis terrarum citius calefacit, institutiones actionem urgent - Sed ne expavescas, nova lex climatis venit.",https://index.hu/tudomany/2026/03/10/klima-valtozas-torveny-alkotmany-tarsadalom/,https://kep.cdn.index.hu/1/0/6287/62877/628777/62877795_4649815_05722b06dca2b94a9497470bafb06a95_wm.jpg,,"Magyarország gyorsabban melegszik a globális átlagnál, a hhullámok már halálesetekhez is vezettek, az ország háromnegyede aszály sújtotta, milliárdos károkat okoz a szárazság és a villámárvizek. A kl… [+6011 chars]",,2026-03-12 10:55:30+00:00,wmo,Romania,WCE,Europe
363e29e22a07f51eba39e7ffe3a81a93,2026-03-12T12:00:00Z,Storm,vihar magyarország,www.portfolio.hu,hu,0.7,"Ein wirtschaftlicher Sturm naht: Europa und Ungarn zahlen einen immer höheren Preis für die Energiekrise, die sich jetzt zusammenbraut. Seit fast zwei Wochen herrscht an den Märkten Chaos, nachdem die jüngsten Nachrichten über den Konflikt im Nahen Osten die Stimmung der Anleger fast von Stunde zu Stunde verändert haben. Trotz der Aussagen von US-Präsident Donald Trump zum Ende des Krieges ist die globale Energie...",Gazdasági vihar közeleg: egyre súlyosabb árat fizet Európa és Magyarország a most készülő energiaválságért,"Közel két hete káosz uralkodik a piacokon, miután a közel-keleti konfliktusról megjelenő legfrissebb hírek szinte óráról órára változtatják a befektetői hangulatot. Donald Trump amerikai elnök háború végére vonatkozó kijelentései ellenére a globális energiael…","An economic storm is approaching: Europe and Hungary are paying an increasingly heavy price for the energy crisis that is now brewing. The markets have been in chaos for almost two weeks, after the latest news about the conflict in the Middle East changes investor sentiment almost hour by hour. Despite US President Donald Trump's statements about the end of the war, the global energy...","Tempestas oeconomicus appropinquat: Europa et Hungaria magis magisque grave pretium pro energia quae nunc medicandi crisi pendunt. Mercatus in chao per duas fere septimanas fuerunt, postquam novissimum nuntium de conflictu in Medio Oriente mutatum investor sentiendi fere per horas horas fuit. Quamvis Praeses US Donald Trump dixerit de fine belli, industria global...",https://www.portfolio.hu/gazdasag/20260312/gazdasagi-vihar-kozeleg-egyre-sulyosabb-arat-fizet-europa-es-magyarorszag-a-most-keszulo-energiavalsagert-823500,https://pcdn.hu/articles/images-xl/g/e/t/gettyimages-1305024592-teherhajo-hajozas-tozsde-szallitmanyozas-arfolyam-vilaggazdasag-ke-808220.jpg,,"Alaposan felforgatta a piacokat a közel-keleti háború: történelmi kilengéseket produkált a nyersolaj és a gáz ára, komoly kacskaringókat járnak be a vezet tzsdeindexek, miközben a feltörekv országok … [+489 chars]",,2026-03-13 15:55:19+00:00,wmo,Hungary,WCE,Europe
5fb0bc4d29034aabc00d904f0474ed3f,2026-03-08T14:30:00Z,ice jam,áradás,www.portfolio.hu,hu,0.9,„Krokodile sind überall!“ - Sie retten die Bevölkerung mit Hubschraubern nach dem großen Sturm und der Überschwemmung. Aufgrund der schweren Überschwemmungen warnte die Polizei des Bundesstaates Northern Territory von Australien am Sonntag vor den „allgegenwärtigen Krokodilen“.,"""Krokodilok vannak mindenhol!"" – Helikopterekkel mentik a lakosságot a hatalmas vihar és áradás után","A súlyos árvizek miatt a ""mindenütt jelen lévő krokodilokra"" figyelmeztetett vasárnap az ausztráliai Északi Terület állam rendőrsége.","""Crocodiles are everywhere!"" - They rescue the population with helicopters after the huge storm and flood. Due to the severe floods, the police of the state of the Northern Territory of Australia warned on Sunday about the ""ubiquitous crocodiles"".","""Crocodiles ubique sunt!"" - Populum cum helicopteris post ingentem tempestatem et diluvium liberant. Ob graves inundationes, magistratus civitatis Territorii septentrionalis Australiae die Dominico de ""corcodillis ubiquitous"" monuit.",https://www.portfolio.hu/global/20260308/krokodilok-vannak-mindenhol-helikopterekkel-mentik-a-lakossagot-a-hatalmas-vihar-es-aradas-utan-822970,https://pcdn.hu/articles/images-xl/k/r/o/krokodil-ausztralia-mocsar-813112.jpg,,"Az árvizek miatt több ezer embert evakuáltak. Helikoptereket és repülgépeket vetettek be a távoli területeken él közösségek kimenekítésére.
""A helyzet nem is lehetne rosszabb""
- nyilatkozta Shaun G… [+843 chars]",,2026-03-17 11:02:59+00:00,random,,,
0200b990fdaf5d13add885666d21cf7a,2026-03-16T09:09:25Z,ice jam,áradás,www.origo.hu,hu,0.9,"Überschwemmung in Kenia: Nach verheerenden Regenfällen steigt die Zahl der Todesopfer weiter an. Aktuelle Nachrichten aus Ungarn und der ganzen Welt, Sport, Technologie, Unterhaltung, Wissenschaft, Kultur. ORIGO versorgt seine Leser mit den neuesten nationalen und internationalen Nachrichten.",Kenyai áradás: folyamatosan nő az áldozatok száma a pusztító esőzések után,"Friss hírek Magyarországról és a nagyvilágból, sport, technika, szórakozás, tudomány, kultúra. Az ORIGO a legfrissebb hazai és nemzetközi hírekkel szolgál olvasói számára.","Kenya flood: death toll continues to rise after devastating rains. Latest news from Hungary and the wider world, sports, technology, entertainment, science, culture. ORIGO provides its readers with the latest domestic and international news.","Kenya inundatio: mortuorum oriri pergit postquam vastatis imbribus. Tardus nuntius ex Hungaria et in mundo ampliore, ludi, technologiae, ludi, scientia, cultura. ORIGO lectores suos praebet cum nuntio domestico et internationali novissimo.",https://www.origo.hu/nagyvilag/2026/03/kenyai-aradas-nairobi-halalos-eso-es-arviz,https://cdn.origo.hu/2026/03/OUE3oJlHDQDQ6oHDUUfdEHzRKQWGIxbBXD5jK6Y_wF0/fill/1200/675/no/1/aHR0cHM6Ly9jbXNjZG4uYXBwLmNvbnRlbnQucHJpdmF0ZS9jb250ZW50L2IyZDQ2NTQ4MzhlNTQ3YmE5MDIwNTJlYTU4MjRkYWU1.webp,,,,2026-03-17 11:02:59+00:00,random,,,
ce7bd8387b2798eff623a489e619c057,2026-03-17T05:08:00Z,Precipitation,több csapadék,index.hu,hu,0.8,Die Woche geht mit einer schwachen Kaltfront und windigem Wetter weiter. Die Woche geht weiter mit einer schwachen Kaltfront und windigem Wetter – auch im Tagesverlauf wird mancherorts mit Niederschlägen gerechnet.,"Gyenge hidegfronttal, szeles idővel folytatódik a hét","Gyenge hidegfronttal, szeles idővel folytatódik a hét - Napközben több helyen várható csapadék is.",The week continues with a weak cold front and windy weather. The week continues with a weak cold front and windy weather - Precipitation is also expected in several places during the day.,Hebdomada continuat frontem frigidam et ventosam tempestatem infirmam. Hebdomada pergit cum fronte frigida et ventosa tempestate - Praecipitatio etiam in pluribus locis interdiu expectatur.,https://index.hu/belfold/2026/03/17/idojaras-elorejelzes-marcius-zapor-hidegfront-zaporeso-szellokes-radar/,https://kep.cdn.index.hu/1/0/6000/60009/600098/60009879_4438175_7cd57064dade31bce16baf2e2ffb381a_wm.jpg,,"Kedden, a kora reggeli órákban országszerte megnövekszik a felhzet, a Tiszántúlon is egyre vastagabb felhk borítják az eget. A késbbiekben Északnyugat-Dunántúlon átmenetileg felszakadozhat a felhzet,… [+1741 chars]",,2026-03-18 11:03:16+00:00,random,,,
f44013754c14584598c986f189aee34c,2026-03-13T18:51:00Z,Tsunami,cunami,index.hu,hu,0.9,"Innerhalb weniger Jahre könnte ein Tsunami den beliebten Ferienort verwüsten. Achten Sie im Urlaub auf diese Dinge. Ein Tsunami könnte den beliebten Ferienort innerhalb von Jahren verwüsten, darauf sollten Sie im Urlaub achten – Forschern zufolge könnten die französische Riviera und die Mittelmeerküste innerhalb von Jahrzehnten von einer Naturkatastrophe heimgesucht werden.","Éveken belül cunami pusztíthat a közkedvelt üdülőhelyen, ezekre figyeljen nyaraláskor","Éveken belül cunami pusztíthat a közkedvelt üdülőhelyen, ezekre figyeljen nyaraláskor - A francia Riviérát és a Földközi-tenger partvidékét a kutatók szerint évtizedeken belül természeti katasztrófa sújthatja.","Within a few years, a tsunami could devastate the popular resort, pay attention to these things when on vacation. A tsunami could devastate the popular resort within years, pay attention to these things when on vacation - According to researchers, the French Riviera and the Mediterranean coast could be hit by a natural disaster within decades.","Intra paucos annos tsunami popularem concursum devastare potuit, ad haec feriatum attende. A tsunami popularem concursum intra annos devastare potuit, ad haec attende cum feriatis - Secundum investigatores, Gallicum Riviera et litus Mediterraneum naturali calamitate intra decennia feriri potuerunt.",https://index.hu/fomo/2026/03/13/foldkozi-tenger-cunami-szokoar-veszely-franciaorszag-nizza/,https://kep.cdn.index.hu/1/0/6823/68235/682358/68235807_5037381_3f73ad4419b04bf3c0e5a078a17910da_wm.jpg,,"A Földközi-tenger térségét a közvélekedés általában a világ egyik legnyugodtabb tengeri régiójaként tartja számon. A legtöbb ember fejében a cunami szó hallatán inkább a Csendes-óceán partvidéke, Jap… [+10938 chars]",,2026-03-21 10:40:17+00:00,random,,,
1de2716d811295d3d44bd8df632f4d75,2026-03-05T09:35:00Z,Landslide,földcsuszamlás,www.portfolio.hu,hu,0.9,"Ein friedliches europäisches Dorf wurde innerhalb von Sekunden durch einen einstürzenden Berghang von der Landkarte getilgt: Diese Gefahr bedroht alles. Der Klimawandel erwärmt nicht nur den Planeten, er löst auch zunehmend Erdrutsche und Tsunamis aus, die über lokale Naturkatastrophen hinausgehen. Schmelzende Gletscher und die Schwächung des Permafrosts destabilisieren Berghänge und Fjorde unter...",Pillanatok alatt radírozott le a térképről egy békés európai falut az összeomló hegyoldal: ez a veszély már mindent fenyeget,"A klímaváltozás nemcsak felmelegíti a bolygót, hanem egyre gyakrabban indít el földcsuszamlásokat és szökőárakat, amelyek túlmutatnak a helyi természeti katasztrófákon. Az olvadó gleccserek és a permafroszt gyengülése hegyoldalakat destabilizál, fjordokat ala…","A peaceful European village was wiped off the map by a collapsing mountainside in a matter of seconds: this danger threatens everything. Climate change is not only warming the planet, it is increasingly triggering landslides and tsunamis that go beyond local natural disasters. Melting glaciers and the weakening of permafrost destabilize mountainsides, fjords under...","Vicus pacatus Europaeae tabulae ruinae montis in secundis rebus abstersa est: hoc periculum omnibus imminet. Mutatio climatis planetae non solum calefaciens, magis magisque excitat proruit et tsunamis quae calamitates locales naturales excedunt. Moles liquescens et enervatio montium permafrost destabilize, fjords sub...",https://www.portfolio.hu/ingatlan/20260305/pillanatok-alatt-radirozott-le-a-terkeprol-egy-bekes-europai-falut-az-osszeomlo-hegyoldal-ez-a-veszely-mar-mindent-fenyeget-822392,https://pcdn.hu/articles/images-xl/g/e/t/gettyimages-2235094148-munkagep-epitoipar-hegyvidek-gleccser-caterpillar-utepites-alpok-to-812286.jpg,,"A klímaváltozást már nemcsak környezeti kihívás, hanem sürget biztonsági kérdés is. Hatásai túllépik a hagyományos ökológiai határokat és közvetlenül befolyásolják az emberi biztonságot, a politikai … [+14743 chars]",,2026-03-21 20:39:38+00:00,random,,,
395c16f61abd6b3c2e58d7896e9eec1d,2026-03-12T09:01:00Z,Landslide,földcsuszamlás,www.portfolio.hu,hu,0.9,"Einer der größten Gasproduzenten der Welt hat das Handtuch geworfen: Es ist klar, wann es zu gravierenden Versorgungsunterbrechungen kommen wird. QatarEnergy erklärte offiziell höhere Gewalt, was zu einem Erdrutsch an Vertragskündigungen im Erdgashandelsmarkt führte. Beteiligt sind auch Shell, das weltweit größte Handelsunternehmen für Flüssigerdgas (LNG), und TotalEnergies…","Bedobta a törölközőt a világ egyik legnagyobb gázkitermelője: kiderült, mikortól lesznek súlyos fennakadások az ellátásban","A QatarEnergy hivatalosan is vis maiort hirdetett, ami földcsuszamlás szerű szerződésbontási hullámot okozott a földgázkereskedelmi piacon. A Shell, a világ legnagyobb cseppfolyósított földgázzal (LNG) kereskedő vállalata, valamint a TotalEnergies is érintett…","One of the world's largest gas producers has thrown in the towel: it has become clear when there will be serious interruptions in the supply. QatarEnergy officially declared force majeure, which caused a landslide of contract cancellations in the natural gas trading market. Shell, the world's largest liquefied natural gas (LNG) trading company, and TotalEnergies are also involved…","Una maximae effectrix gas mundi in linteum proiecit: claruit cum graves interpellationes in copia erunt. QatarEnergy vim maiorem maiorem publice declaravit, quae lapsus contractus cancellations in mercatu naturali gasi mercaturae effecit. Testa, maxima mundi naturalis gasi (LNG) commercium liquefactum, et TotalEnergies implicantur...",https://www.portfolio.hu/global/20260312/bedobta-a-torolkozot-a-vilag-egyik-legnagyobb-gazkitermeloje-kiderult-mikortol-lesznek-sulyos-fennakadasok-az-ellatasban-823858,https://pcdn.hu/articles/images-xl/s/h/e/shell0923-325405.jpg,,"A QatarEnergy szerdán hivatalosan is vis maiort hirdetett az LNG-szállítmányaira.
Katar, a világ második legnagyobb LNG-exportre a múlt héten bejelentette, hogy leállítja az évi 77 millió tonna (kb.… [+1484 chars]",,2026-03-21 20:39:38+00:00,random,,,
